"Typ","QuarCd","QuarLang","ZoneSort","ZoneLang","Jahr","FrQmBodenGanzeLieg","FrQmBodenStwE","FrQmBodenAlleHA","FrQmBodenNettoGanzeLieg","FrQmBodenNettoStwE","FrQmBodenNettoAlleHA","FrQmWohnflStwE"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2021,"18217","12967","17524","12519","11123","12519","14270"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2020,".","9373","9373",".","3513","3513","12270"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2019,".","11674","11674",".","12076","12076","12390"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2018,"9978",".","9978","5616",".","5616","12220"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2017,".",".",".",".",".",".","11900"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2016,".",".",".",".",".",".","12550"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2015,".",".",".",".",".",".","10790"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2014,".",".",".",".",".",".","9120"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2013,".",".",".",".",".",".","8260"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2012,".",".",".",".",".",".","7140"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2011,".",".",".",".",".",".","5710"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2010,".",".",".",".",".",".","7820"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2009,".",".",".",".",".",".","5990"
"Preis",31,"Alt-Wiedikon",114,"Wohnzone 5",2008,".",".",".",".",".",".","."
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2021,"1–3","1-6","8","","","","21"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2020,"","2-4","4-6","","","","27"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2019,"","1–3","1–3","","","","11-15"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2018,"1–3","","1–3","","","","51"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2017,"","","","","","","8"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2016,"","","","","","","23"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2015,"","","","","","","45"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2014,"","","","","","","14"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2013,"","","","","","","109"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2012,"","","","","","","12"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2011,"","","","","","","27"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2010,"","","","","","","91"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2009,"","","","","","","8"
"Zahl",31,"Alt-Wiedikon",114,"Wohnzone 5",2008,"","","","","","",""
"Preis",33,"Friesenberg",111,"Wohnzone 2",2021,"8653",".","8653",".",".",".","21380"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2020,".",".",".",".",".",".","."
"Preis",33,"Friesenberg",111,"Wohnzone 2",2019,".",".",".",".",".",".","8020"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2018,"7947","8954","8512","5448","5393","5393","12050"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2017,"6018",".","6018","3328",".","3328","."
"Preis",33,"Friesenberg",111,"Wohnzone 2",2016,"10868","8493","8493","6146","5775","5775","12070"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2015,"8891","13088","9711","5365","9520","5534","9640"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2014,"5458","5956","5472","3374","2392","3281","6020"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2013,"8085",".","8085","4069",".","4069","10360"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2012,"5656",".","5656","2580",".","2580","."
"Preis",33,"Friesenberg",111,"Wohnzone 2",2011,"7109","5852","5979","3723","3256","3256","9410"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2010,"4121","10803","4527","1509","5156","2526","10870"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2009,"4024","5204","5102","1100","2730","2632","8360"
"Preis",33,"Friesenberg",111,"Wohnzone 2",2008,".",".",".",".",".",".","."
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2021,"1–3","","1–3","","","","1–3"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2020,"","","","","","",""
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2019,"","","","","","","1–3"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2018,"4-6","1–3","5","","","","1–3"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2017,"2-4","","2-4","","","",""
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2016,"1–3","1–3","6-8","","","","1–3"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2015,"3-5","1–3","6-8","","","","5"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2014,"3-5","1–3","4-6","","","","1–3"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2013,"2-4","","2-4","","","","1–3"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2012,"4","","4","","","",""
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2011,"5-7","6","11-13","","","","14"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2010,"6-8","1–3","8-10","","","","1–3"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2009,"3-5","7","11-13","","","","8"
"Zahl",33,"Friesenberg",111,"Wohnzone 2",2008,"","","","","","",""
"Preis",33,"Friesenberg",112,"Wohnzone 3",2021,"8824","13215","9756","6456","10487","7500","21380"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2020,"7872",".","7872","4952",".","4952","."
"Preis",33,"Friesenberg",112,"Wohnzone 3",2019,".","6851","6851",".","2853","2853","8020"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2018,"6901",".","6901","4870",".","4870","12050"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2017,"3689",".","3689","2592",".","2592","."
"Preis",33,"Friesenberg",112,"Wohnzone 3",2016,".",".",".",".",".",".","12070"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2015,"14035","7493","8602","8746","2626","3733","9640"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2014,".",".",".",".",".",".","6020"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2013,".","8786","8786",".","3915","3915","10360"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2012,"2276",".","2276","685",".","685","."
"Preis",33,"Friesenberg",112,"Wohnzone 3",2011,"3855","7380","7252","41","4045","3917","9410"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2010,"3691",".","3691","2557",".","2557","10870"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2009,".",".",".",".",".",".","8360"
"Preis",33,"Friesenberg",112,"Wohnzone 3",2008,"6071",".","6071","2783",".","2783","."
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2021,"5","1–3","6","","","","1–3"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2020,"4","","2-4","","","",""
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2019,"","2-4","4","","","","1–3"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2018,"1–3","","1–3","","","","1–3"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2017,"1–3","","1–3","","","",""
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2016,"","","","","","","1–3"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2015,"1–3","1–3","4","","","","5"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2014,"","","","","","","1–3"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2013,"","1–3","1–3","","","","1–3"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2012,"1–3","","1–3","","","",""
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2011,"1–3","4","5","","","","14"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2010,"1–3","","1–3","","","","1–3"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2009,"","","","","","","8"
"Zahl",33,"Friesenberg",112,"Wohnzone 3",2008,"1–3","","1–3","","","",""
"Preis",33,"Friesenberg",113,"Wohnzone 4",2021,".","6194","6194",".","2760","2760","21380"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2020,"3061",".","3061","1799",".","1799","."
"Preis",33,"Friesenberg",113,"Wohnzone 4",2019,"7095","4675","4675","4034","1242","3330","8020"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2018,".",".",".",".",".",".","12050"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2017,".",".",".",".",".",".","."
"Preis",33,"Friesenberg",113,"Wohnzone 4",2016,".",".",".",".",".",".","12070"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2015,".",".",".",".",".",".","9640"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2014,".",".",".",".",".",".","6020"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2013,".",".",".",".",".",".","10360"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2012,".",".",".",".",".",".","."
"Preis",33,"Friesenberg",113,"Wohnzone 4",2011,".",".",".",".",".",".","9410"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2010,".",".",".",".",".",".","10870"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2009,".",".",".",".",".",".","8360"
"Preis",33,"Friesenberg",113,"Wohnzone 4",2008,".",".",".",".",".",".","."
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2021,"","1–3","1–3","","","","1–3"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2020,"1–3","","1–3","","","",""
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2019,"1–3","1–3","1–3","","","","1–3"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2018,"","","","","","","1–3"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2017,"","","","","","",""
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2016,"","","","","","","1–3"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2015,"","","","","","","5"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2014,"","","","","","","1–3"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2013,"","","","","","","1–3"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2012,"","","","","","",""
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2011,"","","","","","","14"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2010,"","","","","","","1–3"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2009,"","","","","","","8"
"Zahl",33,"Friesenberg",113,"Wohnzone 4",2008,"","","","","","",""
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2021,"29831","42150","37473","21638","30173","23366","9340"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2020,"31003","24828","29823","18835","13585","16069","11210"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2019,"16335","25401","20144","6434","14303","12632","9130"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2018,"18310","26764","18310","10361","31370","20865","13560"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2017,"19061","43109","40887","7475","27373","24965","12600"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2016,"17469","32926","19320","6888","18625","8186","11890"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2015,"17406","34642","24638","4605","26007","12490","12000"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2014,"18063","27950","24578","6836","18929","9255","16070"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2013,"14494","25250","21647","6895","12754","9753","8150"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2012,"11512","37037","20892","5800","23533","10338","9180"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2011,"16990","27850","19806","7048","18402","11028","11610"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2010,"13158","20958","14067","4316","9696","6568","9740"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2009,"11336","23674","16621","2524","10080","7018","8210"
"Preis",34,"Sihlfeld",103,"Quartiererhaltungszonen",2008,".","17722","17722",".","6494","6494","."
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2021,"5","10-12","20","","","","17-19"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2020,"10","11","21","","","","23"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2019,"5","6","14","","","","1–3"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2018,"1–3","4","5","","","","13-15"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2017,"10","59-61","70","","","","41"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2016,"14","5","22","","","","6-8"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2015,"11","13-15","24","","","","9"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2014,"7","6-8","14","","","","3-5"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2013,"7","6-8","16","","","","5-7"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2012,"14-16","11-13","28-30","","","","10"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2011,"7","6","14","","","","5"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2010,"15","7-9","24","","","","10-12"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2009,"9","17-19","35","","","","11"
"Zahl",34,"Sihlfeld",103,"Quartiererhaltungszonen",2008,"","1–3","1–3","","","",""
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2021,".",".",".",".",".",".","9340"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2020,".",".",".",".",".",".","11210"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2019,".",".",".",".",".",".","9130"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2018,"11047","10960","11003","7428","7876","7652","13560"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2017,"7903","7624","7624","3968","5327","4894","12600"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2016,"4011","6895","4011","1096","4599","1096","11890"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2015,".",".",".",".",".",".","12000"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2014,"4803",".","4803","1261",".","1261","16070"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2013,"7583",".","6832","3807",".","3807","8150"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2012,"3514","5562","4220","957","3265","2111","9180"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2011,"4262",".","4262","1053",".","1053","11610"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2010,"4117","3578","3992","811","1281","1046","9740"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2009,"3639",".","3639","462",".","462","8210"
"Preis",34,"Sihlfeld",112,"Wohnzone 3",2008,"3533",".","3533","405",".","405","."
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2021,"","","","","","","17-19"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2020,"","","","","","","23"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2019,"","","","","","","1–3"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2018,"1–3","1–3","1–3","","","","13-15"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2017,"1–3","1–3","1–3","","","","41"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2016,"1–3","1–3","4","","","","6-8"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2015,"","","","","","","9"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2014,"1–3","","1–3","","","","3-5"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2013,"1–3","","1–3","","","","5-7"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2012,"1–3","1–3","1–3","","","","10"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2011,"2-4","","4","","","","5"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2010,"1–3","1–3","2-4","","","","10-12"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2009,"1–3","","1–3","","","","11"
"Zahl",34,"Sihlfeld",112,"Wohnzone 3",2008,"1–3","","1–3","","","",""
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2021,".",".",".",".",".",".","9340"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2020,"17433",".","9591","11464",".","11464","11210"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2019,".","8295","8295",".","5214","5214","9130"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2018,"18366",".","18366","6029",".","6029","13560"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2017,"13473",".","13473","8440",".","8440","12600"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2016,".","3287","3287",".","986","986","11890"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2015,"6257",".","6257","4136",".","4136","12000"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2014,".",".",".",".",".",".","16070"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2013,".",".",".",".",".",".","8150"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2012,"8216",".","8216","4914",".","4914","9180"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2011,"7128",".","7128","3728",".","3728","11610"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2010,"5897",".","5897","2580",".","2580","9740"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2009,".",".",".",".",".",".","8210"
"Preis",34,"Sihlfeld",113,"Wohnzone 4",2008,".",".",".",".",".",".","."
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2021,"","","","","","","17-19"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2020,"1–3","","1–3","","","","23"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2019,"","1–3","1–3","","","","1–3"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2018,"1–3","","1–3","","","","13-15"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2017,"1–3","","1–3","","","","41"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2016,"","1–3","1–3","","","","6-8"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2015,"1–3","","1–3","","","","9"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2014,"","","","","","","3-5"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2013,"","","","","","","5-7"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2012,"1–3","","1–3","","","","10"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2011,"1–3","","1–3","","","","5"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2010,"1–3","","1–3","","","","10-12"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2009,"","","","","","","11"
"Zahl",34,"Sihlfeld",113,"Wohnzone 4",2008,"","","","","","",""
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2021,".",".",".",".",".",".","9340"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2020,".","16497","12792",".","12957","8764","11210"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2019,"11062",".","11062","6881",".","6881","9130"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2018,".","21133","21133",".","17642","17642","13560"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2017,".","19735","19735",".","16244","16244","12600"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2016,"14269",".","14269","8656",".","8656","11890"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2015,".",".",".",".",".",".","12000"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2014,".",".",".",".",".",".","16070"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2013,".",".",".",".",".",".","8150"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2012,"14758",".","13856","8550",".","7804","9180"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2011,"13747",".","13747","7421",".","7421","11610"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2010,"3377",".","3377",".",".",".","9740"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2009,".",".",".",".",".",".","8210"
"Preis",34,"Sihlfeld",114,"Wohnzone 5",2008,"4677",".","4677",".",".",".","."
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2021,"","","","","","","17-19"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2020,"","1–3","1–3","","","","23"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2019,"1–3","","1–3","","","","1–3"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2018,"","6","4-6","","","","13-15"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2017,"","1–3","1–3","","","","41"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2016,"1–3","","1–3","","","","6-8"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2015,"","","","","","","9"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2014,"","","","","","","3-5"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2013,"","","","","","","5-7"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2012,"1–3","","1-4","","","","10"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2011,"1–3","","1–3","","","","5"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2010,"1–3","","1–3","","","","10-12"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2009,"","","","","","","11"
"Zahl",34,"Sihlfeld",114,"Wohnzone 5",2008,"1–3","","1–3","","","",""
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2021,".",".",".",".",".",".","9340"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2020,".","17966","20730",".","7152","13840","11210"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2019,".",".",".",".",".",".","9130"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2018,".",".",".",".",".",".","13560"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2017,".",".",".",".",".",".","12600"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2016,".",".",".",".",".",".","11890"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2015,".",".",".",".",".",".","12000"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2014,".",".",".",".",".",".","16070"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2013,".",".",".",".",".",".","8150"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2012,".",".",".",".",".",".","9180"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2011,".",".",".",".",".",".","11610"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2010,".",".",".",".",".",".","9740"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2009,".",".",".",".",".",".","8210"
"Preis",34,"Sihlfeld",115,"Wohnzone 6",2008,".",".",".",".",".",".","."
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2021,"","","","","","","17-19"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2020,"","1–3","1–3","","","","23"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2019,"","","","","","","1–3"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2018,"","","","","","","13-15"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2017,"","","","","","","41"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2016,"","","","","","","6-8"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2015,"","","","","","","9"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2014,"","","","","","","3-5"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2013,"","","","","","","5-7"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2012,"","","","","","","10"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2011,"","","","","","","5"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2010,"","","","","","","10-12"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2009,"","","","","","","11"
"Zahl",34,"Sihlfeld",115,"Wohnzone 6",2008,"","","","","","",""
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2021,"18896","49697","19847","8857","34494","9443","22000"
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2020,"22893",".","22893","12736",".","12736","."
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2019,"11914","36585","24894","8133","15256","8133","14410"
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2018,"29518",".","29518","19366",".","19366","."
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2017,"12013",".","12013","3676",".","3676","."
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2016,"21539","42544","27718","2795","28840","3859","9310"
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2015,"13031",".","32759","8298",".","30793","."
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2014,"18182","31462","24339","7502","15908","11188","9560"
"Preis",41,"Werd",103,"Quartiererhaltungszonen",2013,"22976",".","22976","17810",".","17810","."
